articleLink,articleTitle
https://news.google.com/./articles/CBMisAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS90di9uZXdzL2hpbmRpL3RhYXJhay1tZWh0YS1rYS1vb2x0YWgtY2hhc2htYWgtd3JpdHRlbi11cGRhdGUtYXVndXN0LTIxLTIwMTgtZGFyYXZhbmktZHVsaGFuLWNvbWVzLXRvLW1hcnJ5LXBvcGF0bGFsL2FydGljbGVzaG93LzY1NDk3NzA0LmNtc9IBqwFodHRwczovL20udGltZXNvZmluZGlhLmNvbS90di9uZXdzL2hpbmRpL3RhYXJhay1tZWh0YS1rYS1vb2x0YWgtY2hhc2htYWgtd3JpdHRlbi11cGRhdGUtYXVndXN0LTIxLTIwMTgtZGFyYXZhbmktZHVsaGFuLWNvbWVzLXRvLW1hcnJ5LXBvcGF0bGFsL2FtcF9hcnRpY2xlc2hvdy82NTQ5NzcwNC5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen,"Taarak Mehta Ka Ooltah Chashmah written update, August 21, 2018: Daravani dulhan comes to marry Popatlal"
https://news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LnNoZXRoZXBlb3BsZS50di9uZXdzL251cnNlcy1yZWNvcmRlZC12aWRlb3MtbmVvbmF0YWwtdW5pdC1hc2tlZC1nby1sZWF2ZS_SAVlodHRwczovL3d3dy5zaGV0aGVwZW9wbGUudHYvbmV3cy9udXJzZXMtcmVjb3JkZWQtdmlkZW9zLW5lb25hdGFsLXVuaXQtYXNrZWQtZ28tbGVhdmUvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,Nurses Who Recorded Tik Tok Videos In SNCU Asked To Go On Leave
https://news.google.com/./articles/CBMipgFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS90di9uZXdzL2hpbmRpL2lzaHEtbWVpbi1tYXJqYXdhbi13cml0dGVuLXVwZGF0ZS1tYXJjaC0yMS0yMDE4LWRlZXAtYXNrcy10YXJhLXRvLWdldC1hLXRhdHRvby1tYWRlLWZvci1oaW0vYXJ0aWNsZXNob3cvNjM0MTA1ODYuY21z0gGhAWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL3R2L25ld3MvaGluZGkvaXNocS1tZWluLW1hcmphd2FuLXdyaXR0ZW4tdXBkYXRlLW1hcmNoLTIxLTIwMTgtZGVlcC1hc2tzLXRhcmEtdG8tZ2V0LWEtdGF0dG9vLW1hZGUtZm9yLWhpbS9hbXBfYXJ0aWNsZXNob3cvNjM0MTA1ODYuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen,"Ishq Mein Marjawan written update March 21, 2018: Deep asks Tara to get a tattoo made for him"
https://news.google.com/./articles/CBMib2h0dHBzOi8vd3d3Lml3bWJ1enouY29tL3RlbGV2aXNpb24vcGhvdG9zL3Jvbml0LXJvaGl0LWphbm5hdC1heWFhbi1yZWFsLWxpZmUtc2libGluZ3MtcG9wdWxhci1hY3RvcnMvMjAxOS8wNi8yMNIBc2h0dHBzOi8vd3d3Lml3bWJ1enouY29tL3RlbGV2aXNpb24vcGhvdG9zL3Jvbml0LXJvaGl0LWphbm5hdC1heWFhbi1yZWFsLWxpZmUtc2libGluZ3MtcG9wdWxhci1hY3RvcnMvMjAxOS8wNi8yMC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,Ronit-Rohit to Jannat-Ayaan: Real-life siblings who are popular actors
https://news.google.com/./articles/CBMidWh0dHBzOi8vd3d3LmJvbGx5d29vZGxpZmUuY29tL25ld3MtZ29zc2lwL21haGFiaGFyYXQtbWFrZXItc2lkZGhhcnRoLWt1bWFyLXRld2FyeXMtbmV3LXZlbnR1cmUtdGl0bGVkLWJhbmRoYW4tMzQ5OTQ2L9IBeWh0dHBzOi8vd3d3LmJvbGx5d29vZGxpZmUuY29tL25ld3MtZ29zc2lwL21haGFiaGFyYXQtbWFrZXItc2lkZGhhcnRoLWt1bWFyLXRld2FyeXMtbmV3LXZlbnR1cmUtdGl0bGVkLWJhbmRoYW4tMzQ5OTQ2L2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,Mahabharat maker Siddharth Kumar Tewary’s new venture titled Bandhan
https://news.google.com/./articles/CAIiEC-mm8Ed93IyN7h8jdUTTO0qGQgEKhAIACoHCAow9Lf0CjCm5aIDMLmWrwY?hl=en-IN&gl=IN&ceid=IN%3Aen,Hum bhi superstar
https://news.google.com/./articles/CAIiEPm7thRFigYe7P3WqHEy9oAqGQgEKhAIACoHCAow7IeCCzDox_4CMNSQiAY?hl=en-IN&gl=IN&ceid=IN%3Aen,Nisha Guragain Viral Videos After TikTok Ban: Here's How to Watch TikTok Star's Bollywood Dance and
https://news.google.com/./articles/CAIiEAQ-rPdSjSos2SrDe3lHvGkqGQgEKhAIACoHCAowzrL9CjDC7vQCMJHmnQY?hl=en-IN&gl=IN&ceid=IN%3Aen,Shalini Sahuta is back in action after two years with 'Laal Ishq'
https://news.google.com/./articles/CAIiEGcCEJAMt_gaiozAMPp2aewqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,Bigg Boss 12: Karanvir Bohra poses with a lingerie over his head and leaves his fans upset; watch video
https://news.google.com/./articles/CBMihgFodHRwczovL3d3dy5ib2xseXdvb2RsaWZlLmNvbS9uZXdzLWdvc3NpcC90di1yZXZpZXctbWVyaS1hd2Fhei1oaS1wZWhjaGFhbi1oYWktdGhpcy1pbnNwaXJlZC10YWxlLWlzLWJhY2tlZC1ieS1wb3dlcmZ1bC1hY3RpbmctNjgxMTE5L9IBigFodHRwczovL3d3dy5ib2xseXdvb2RsaWZlLmNvbS9uZXdzLWdvc3NpcC90di1yZXZpZXctbWVyaS1hd2Fhei1oaS1wZWhjaGFhbi1oYWktdGhpcy1pbnNwaXJlZC10YWxlLWlzLWJhY2tlZC1ieS1wb3dlcmZ1bC1hY3RpbmctNjgxMTE5L2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,TV Review Meri Awaaz Hi Pehchaan Hai: This 'inspired' tale is backed by powerful acting!
https://news.google.com/./articles/CAIiEFddUj5fF3Gg5hEcpnfS5tIqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Bigg Boss 12 grand finale promo: Bharti Singh enters inside the house, leaves everyone in splits"
https://news.google.com/./articles/CAIiEJwAoI2oODTQ-gtm72VBUIYqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Bigg Boss 12 finale week: Kamya Punjabi, Priyank Sharma & Gautam Gulati challenge the housemates with a twist"
https://news.google.com/./articles/CBMiaWh0dHA6Ly93d3cuYm9sbHl3b29kaGVscGxpbmUuY29tL25ld3MtZ29zc2lwcy90ZWxseS1idXp6L2hlZW5hLXBhcm1hci10by1iZS1zZWVuLWluLW1haGFyYW5hLXByYXRhcC8yOTYxMdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,Heena Parmar to be seen in Maharana Pratap
https://news.google.com/./articles/CAIiEM-gZf5z3dQ1I0Dk1blgZoQqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,"Bigg Boss 12: Neha Pendse to enter the show; Biography, Profile, Photos of the TV star"
https://news.google.com/./articles/CAIiECuN1Oc-9tvlRAVkNzpoutcqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,Bigg Boss 12: Hina Khan chills with Salman Khan over a coffee date
https://news.google.com/./articles/CAIiENd1qIu-Slu2fRggFx5WUOgqGQgEKhAIACoHCAowjub-CjDuqfcCMMGF4wU?hl=en-IN&gl=IN&ceid=IN%3Aen,Bigg Boss 12: Evicted contestants Nirmal Singh and Roshmi Banik to be back in the game?
